Day,Total,One,Two,Three,Four,Five,Six,Ranger
16/07/2015,112,60,33,18,0,0,0,1
17/07/2015,164,92,35,37,0,0,0,0
18/07/2015,143,75,44,24,0,0,0,0
19/07/2015,155,71,53,30,0,0,0,1
20/07/2015,124,63,34,26,0,0,0,1
21/07/2015,120,58,35,27,0,0,0,0
22/07/2015,127,67,33,24,0,0,0,3
23/07/2015,134,76,31,24,0,0,0,3
24/07/2015,174,92,47,35,0,0,0,0
25/07/2015,140,75,38,26,0,0,0,1
26/07/2015,163,79,49,32,0,0,0,3
27/07/2015,129,64,36,28,0,0,0,1
28/07/2015,117,55,32,30,0,0,0,0
29/07/2015,117,64,34,18,0,0,0,1
30/07/2015,122,58,38,26,0,0,0,0
31/07/2015,163,87,51,24,0,0,0,1
01/08/2015,146,78,47,21,0,0,0,0
02/08/2015,145,82,40,23,0,0,0,0
03/08/2015,121,63,34,24,0,0,0,0
04/08/2015,101,56,25,19,0,0,0,1
05/08/2015,83,42,23,18,0,0,0,0
06/08/2015,81,45,21,14,0,0,0,1
07/08/2015,126,64,45,17,0,0,0,0
08/08/2015,119,77,27,15,0,0,0,0
09/08/2015,130,65,28,35,0,0,0,2
10/08/2015,112,57,24,30,0,0,0,1
11/08/2015,100,52,23,24,0,0,0,1
12/08/2015,88,52,18,18,0,0,0,0
13/08/2015,71,47,12,12,0,0,0,0
14/08/2015,111,59,36,15,0,0,0,1
15/08/2015,115,60,28,27,0,0,0,0
16/08/2015,105,57,26,21,0,0,0,1
17/08/2015,85,44,19,21,0,0,0,1
18/08/2015,102,55,30,17,0,0,0,0
19/08/2015,87,57,15,15,0,0,0,0
20/08/2015,82,42,26,14,0,0,0,0
21/08/2015,96,52,27,16,0,0,0,1
22/08/2015,99,46,36,17,0,0,0,0
23/08/2015,105,46,40,18,0,0,0,1
24/08/2015,116,59,33,23,0,0,0,1
25/08/2015,102,48,36,16,0,0,0,2
26/08/2015,108,51,37,18,0,0,0,2
27/08/2015,108,51,41,16,0,0,0,0
28/08/2015,105,42,39,22,0,0,0,2
29/08/2015,109,54,38,14,0,0,0,3
30/08/2015,121,58,36,26,0,0,0,1
31/08/2015,88,51,24,12,0,0,0,1
01/09/2015,102,60,25,17,0,0,0,0
02/09/2015,72,42,17,13,0,0,0,0
03/09/2015,81,43,17,21,0,0,0,0
04/09/2015,84,50,20,14,0,0,0,0
05/09/2015,91,49,26,15,0,0,0,1
06/09/2015,68,37,20,11,0,0,0,0
07/09/2015,59,24,20,12,0,0,0,3
08/09/2015,68,35,23,10,0,0,0,0
09/09/2015,57,25,21,10,0,0,0,1
10/09/2015,72,42,20,9,0,0,0,1
11/09/2015,85,39,31,15,0,0,0,0
12/09/2015,92,42,38,12,0,0,0,0
13/09/2015,93,52,28,13,0,0,0,0
14/09/2015,74,37,19,17,0,0,0,1
15/09/2015,77,35,26,16,0,0,0,0
16/09/2015,53,27,18,8,0,0,0,0
17/09/2015,78,37,23,18,0,0,0,0
18/09/2015,60,23,22,13,0,0,0,2
19/09/2015,77,34,27,16,0,0,0,0
20/09/2015,81,28,32,21,0,0,0,0
21/09/2015,63,29,15,19,0,0,0,0
22/09/2015,62,33,13,15,0,0,0,1
23/09/2015,63,31,21,10,0,0,0,1
24/09/2015,50,15,22,11,0,0,0,2
25/09/2015,82,31,36,15,0,0,0,0
26/09/2015,73,38,22,13,0,0,0,0
27/09/2015,82,33,31,16,0,0,0,2
28/09/2015,67,35,23,9,0,0,0,0
29/09/2015,69,41,23,5,0,0,0,0
30/09/2015,68,29,25,13,0,0,0,1
01/10/2015,37,16,13,7,0,0,0,1
02/10/2015,28,11,14,3,0,0,0,0
03/10/2015,28,14,9,4,0,0,0,1
04/10/2015,17,9,7,1,0,0,0,0
05/10/2015,11,5,4,2,0,0,0,0
06/10/2015,9,6,3,0,0,0,0,0
07/10/2015,10,5,3,2,0,0,0,0
08/10/2015,5,1,2,2,0,0,0,0
09/10/2015,6,4,1,1,0,0,0,0
10/10/2015,2,1,0,1,0,0,0,0
11/10/2015,4,1,2,1,0,0,0,0
12/10/2015,3,2,1,0,0,0,0,0
13/10/2015,5,2,0,1,0,0,0,2
14/10/2015,1,0,0,0,0,0,0,1
15/10/2015,6,6,0,0,0,0,0,0
16/10/2015,5,1,3,0,0,0,0,1
17/10/2015,3,1,1,0,0,0,0,1
18/10/2015,4,2,1,0,0,0,0,1
19/10/2015,7,3,3,0,0,0,0,1
20/10/2015,4,2,1,1,0,0,0,0
21/10/2015,2,0,2,0,0,0,0,0
22/10/2015,4,1,0,2,0,0,0,1
23/10/2015,9,3,1,5,0,0,0,0
24/10/2015,10,3,3,3,0,0,0,1
25/10/2015,4,0,1,3,0,0,0,0
26/10/2015,7,3,2,1,0,0,0,1
27/10/2015,7,2,2,2,0,0,0,1
28/10/2015,8,2,4,1,0,0,0,1
29/10/2015,3,1,1,1,0,0,0,0
30/10/2015,5,3,1,0,0,0,0,1
31/10/2015,7,4,1,2,0,0,0,0
01/11/2015,1,0,0,0,0,0,0,1
02/11/2015,4,2,1,0,0,0,0,1
03/11/2015,5,3,0,1,0,0,0,1
04/11/2015,1,0,1,0,0,0,0,0
05/11/2015,3,0,0,0,0,0,0,3
06/11/2015,3,1,0,0,0,0,0,2
07/11/2015,1,0,0,0,0,0,0,1
08/11/2015,2,0,0,0,0,0,0,2
09/11/2015,1,0,0,0,0,0,0,1
10/11/2015,5,0,1,0,0,0,0,4
11/11/2015,0,0,0,0,0,0,0,0
12/11/2015,0,0,0,0,0,0,0,0
13/11/2015,1,0,1,0,0,0,0,0
14/11/2015,3,0,0,1,0,0,0,2
15/11/2015,0,0,0,0,0,0,0,0
16/11/2015,3,0,1,0,0,0,0,2
17/11/2015,2,0,0,1,0,0,0,1
18/11/2015,1,0,0,1,0,0,0,0
19/11/2015,1,0,0,0,0,0,0,1
20/11/2015,1,0,0,0,0,0,0,1
21/11/2015,2,0,0,0,0,0,0,2
22/11/2015,4,2,0,0,0,0,0,2
23/11/2015,1,1,0,0,0,0,0,0
24/11/2015,2,0,1,0,0,0,0,1
25/11/2015,3,1,0,0,0,0,0,2
26/11/2015,1,0,0,1,0,0,0,0
27/11/2015,2,0,0,1,0,0,0,1
28/11/2015,0,0,0,0,0,0,0,0
29/11/2015,1,1,0,0,0,0,0,0
30/11/2015,1,0,0,0,0,0,0,1
01/12/2015,4,1,0,0,0,0,0,3
02/12/2015,0,0,0,0,0,0,0,0
03/12/2015,1,0,0,0,0,0,0,1
04/12/2015,1,1,0,0,0,0,0,0
05/12/2015,4,2,0,0,0,0,0,2
06/12/2015,0,0,0,0,0,0,0,0
07/12/2015,0,0,0,0,0,0,0,0
08/12/2015,1,0,0,0,0,0,0,1
09/12/2015,3,0,0,1,0,0,0,2
10/12/2015,1,0,0,0,0,0,0,1
11/12/2015,0,0,0,0,0,0,0,0
12/12/2015,2,1,0,0,0,0,0,1
13/12/2015,3,0,0,1,0,0,0,2
14/12/2015,2,0,1,0,0,0,0,1
15/12/2015,3,0,0,0,0,0,0,3
16/12/2015,2,0,1,0,0,0,0,1
17/12/2015,2,1,0,0,0,0,0,1
18/12/2015,2,1,1,0,0,0,0,0
19/12/2015,2,0,0,1,0,0,0,1
20/12/2015,1,0,1,0,0,0,0,0
21/12/2015,1,0,1,0,0,0,0,0
22/12/2015,2,2,0,0,0,0,0,0
23/12/2015,0,0,0,0,0,0,0,0
24/12/2015,2,0,0,0,0,0,0,2
25/12/2015,0,0,0,0,0,0,0,0
26/12/2015,0,0,0,0,0,0,0,0
27/12/2015,0,0,0,0,0,0,0,0
28/12/2015,2,1,0,0,0,0,0,1
29/12/2015,2,1,0,1,0,0,0,0
30/12/2015,1,0,0,1,0,0,0,0
31/12/2015,1,0,0,1,0,0,0,0
01/01/2016,1,0,0,0,0,0,0,1
02/01/2016,0,0,0,0,0,0,0,0
03/01/2016,1,0,0,0,0,0,0,1
04/01/2016,5,0,0,0,0,0,0,5
05/01/2016,0,0,0,0,0,0,0,0
06/01/2016,2,0,1,0,0,0,0,1
07/01/2016,1,0,1,0,0,0,0,0
08/01/2016,1,0,1,0,0,0,0,0
09/01/2016,3,0,0,0,0,0,0,3
10/01/2016,2,0,0,0,0,0,0,2
11/01/2016,0,0,0,0,0,0,0,0
12/01/2016,3,0,0,1,0,0,0,2
13/01/2016,1,0,0,0,0,0,0,1
14/01/2016,2,0,2,0,0,0,0,0
15/01/2016,2,0,1,0,0,0,0,1
16/01/2016,2,1,0,0,0,0,0,1
17/01/2016,1,0,1,0,0,0,0,0
18/01/2016,2,1,0,0,0,0,0,1
19/01/2016,1,0,1,0,0,0,0,0
20/01/2016,1,0,1,0,0,0,0,0
21/01/2016,0,0,0,0,0,0,0,0
22/01/2016,0,0,0,0,0,0,0,0
23/01/2016,0,0,0,0,0,0,0,0
24/01/2016,1,1,0,0,0,0,0,0
25/01/2016,1,0,0,0,0,0,0,1
26/01/2016,3,3,0,0,0,0,0,0
27/01/2016,0,0,0,0,0,0,0,0
28/01/2016,1,0,0,0,0,0,0,1
29/01/2016,1,1,0,0,0,0,0,0
30/01/2016,0,0,0,0,0,0,0,0
31/01/2016,0,0,0,0,0,0,0,0
01/02/2016,1,0,0,0,0,0,0,1
02/02/2016,1,0,1,0,0,0,0,0
03/02/2016,3,0,0,0,0,0,0,3
04/02/2016,0,0,0,0,0,0,0,0
05/02/2016,3,0,0,1,0,0,0,2
06/02/2016,0,0,0,0,0,0,0,0
07/02/2016,2,0,0,0,0,0,0,2
08/02/2016,0,0,0,0,0,0,0,0
09/02/2016,1,0,1,0,0,0,0,0
10/02/2016,2,0,1,0,0,0,0,1
11/02/2016,2,1,0,0,0,0,0,1
12/02/2016,1,0,0,0,0,0,0,1
13/02/2016,2,0,0,0,0,0,0,2
14/02/2016,1,0,1,0,0,0,0,0
15/02/2016,1,0,0,0,0,0,0,1
16/02/2016,3,0,1,0,0,0,0,2
17/02/2016,2,1,0,0,0,0,0,1
18/02/2016,1,0,0,0,0,0,0,1
19/02/2016,1,0,0,0,0,0,0,1
20/02/2016,1,0,1,0,0,0,0,0
21/02/2016,1,0,0,0,0,0,0,1
22/02/2016,3,1,1,0,0,0,0,1
23/02/2016,2,1,0,0,0,0,0,1
24/02/2016,1,0,0,1,0,0,0,0
25/02/2016,3,1,0,1,0,0,0,1
26/02/2016,1,0,1,0,0,0,0,0
27/02/2016,1,1,0,0,0,0,0,0
28/02/2016,1,0,0,0,0,0,0,1
29/02/2016,1,0,0,1,0,0,0,0
01/03/2016,3,3,0,0,0,0,0,0
02/03/2016,2,1,0,0,0,0,0,1
03/03/2016,1,1,0,0,0,0,0,0
04/03/2016,2,2,0,0,0,0,0,0
05/03/2016,5,0,1,0,0,0,0,4
06/03/2016,3,2,0,0,0,0,0,1
07/03/2016,5,0,0,1,0,0,0,4
08/03/2016,0,0,0,0,0,0,0,0
09/03/2016,4,0,0,0,0,0,0,4
10/03/2016,0,0,0,0,0,0,0,0
11/03/2016,4,2,0,0,0,0,0,2
12/03/2016,4,1,0,0,0,0,0,3
13/03/2016,4,2,0,0,0,0,0,2
14/03/2016,4,1,0,0,0,0,0,3
15/03/2016,1,1,0,0,0,0,0,0
16/03/2016,5,0,0,0,0,0,0,5
17/03/2016,3,1,0,0,0,0,0,2
18/03/2016,5,1,1,1,0,0,0,2
19/03/2016,2,1,0,1,0,0,0,0
20/03/2016,3,1,0,0,0,0,0,2
21/03/2016,0,0,0,0,0,0,0,0
22/03/2016,0,0,0,0,0,0,0,0
23/03/2016,2,0,0,0,0,0,0,2
24/03/2016,2,0,1,0,0,0,0,1
25/03/2016,2,1,1,0,0,0,0,0
26/03/2016,3,0,3,0,0,0,0,0
27/03/2016,1,1,0,0,0,0,0,0
28/03/2016,2,1,0,0,0,0,0,1
29/03/2016,1,0,1,0,0,0,0,0
30/03/2016,0,0,0,0,0,0,0,0
31/03/2016,3,2,0,1,0,0,0,0
01/04/2016,3,2,0,0,0,0,0,1
02/04/2016,1,1,0,0,0,0,0,0
03/04/2016,4,1,1,0,0,0,0,2
04/04/2016,2,0,1,1,0,0,0,0
05/04/2016,2,1,1,0,0,0,0,0
06/04/2016,1,1,0,0,0,0,0,0
07/04/2016,2,1,1,0,0,0,0,0
08/04/2016,4,2,1,1,0,0,0,0
09/04/2016,2,0,1,0,0,0,0,1
10/04/2016,3,1,2,0,0,0,0,0
11/04/2016,2,0,2,0,0,0,0,0
12/04/2016,2,0,1,0,0,0,0,1
13/04/2016,2,1,0,1,0,0,0,0
14/04/2016,2,1,1,0,0,0,0,0
15/04/2016,3,2,1,0,0,0,0,0
16/04/2016,5,2,1,0,0,0,0,2
17/04/2016,4,1,0,0,0,0,0,3
18/04/2016,1,1,0,0,0,0,0,0
19/04/2016,1,1,0,0,0,0,0,0
20/04/2016,1,1,0,0,0,0,0,0
21/04/2016,1,1,0,0,0,0,0,0
22/04/2016,2,1,0,1,0,0,0,0
23/04/2016,1,0,1,0,0,0,0,0
24/04/2016,1,0,1,0,0,0,0,0
25/04/2016,0,0,0,0,0,0,0,0
26/04/2016,2,1,0,1,0,0,0,0
27/04/2016,5,2,1,0,0,0,0,2
28/04/2016,3,0,1,0,0,0,0,2
29/04/2016,3,2,0,0,0,0,0,1
30/04/2016,2,0,2,0,0,0,0,0
01/05/2016,13,4,4,5,0,0,0,0
02/05/2016,16,6,4,2,0,0,0,4
03/05/2016,19,11,4,3,0,0,0,1
04/05/2016,11,5,3,2,0,0,0,1
05/05/2016,17,10,2,3,0,0,0,2
06/05/2016,26,8,11,6,0,0,0,1
07/05/2016,19,9,7,3,0,0,0,0
08/05/2016,21,9,5,6,0,0,0,1
09/05/2016,27,15,7,3,0,0,0,2
10/05/2016,22,6,10,5,0,0,0,1
11/05/2016,18,11,6,0,0,0,0,1
12/05/2016,23,11,9,3,0,0,0,0
13/05/2016,22,11,5,5,0,0,0,1
14/05/2016,27,13,8,5,0,0,0,1
15/05/2016,27,19,5,3,0,0,0,0
16/05/2016,15,10,3,2,0,0,0,0
17/05/2016,18,11,7,0,0,0,0,0
18/05/2016,21,13,5,0,0,0,0,3
19/05/2016,18,9,5,4,0,0,0,0
20/05/2016,23,14,2,3,0,0,0,4
21/05/2016,19,10,5,1,0,0,0,3
22/05/2016,19,10,3,5,0,0,0,1
23/05/2016,15,10,3,2,0,0,0,0
24/05/2016,24,18,4,2,0,0,0,0
25/05/2016,18,5,7,3,0,0,0,3
26/05/2016,12,6,5,1,0,0,0,0
27/05/2016,21,12,7,2,0,0,0,0
28/05/2016,26,15,5,6,0,0,0,0
29/05/2016,19,9,2,5,0,0,0,3
30/05/2016,15,10,2,2,0,0,0,1
31/05/2016,17,11,4,2,0,0,0,0
