Day,Total,1,2,3,4,5,6,2P
10/07/2015,59,26,22,7,2,2,0,0
11/07/2015,46,26,8,7,4,1,0,0
12/07/2015,51,22,9,15,3,1,1,0
13/07/2015,48,21,14,8,3,2,0,0
14/07/2015,41,17,8,8,4,4,0,0
15/07/2015,28,12,7,7,1,1,0,0
16/07/2015,38,23,9,6,0,0,0,0
17/07/2015,62,34,12,13,3,0,0,0
18/07/2015,53,30,13,6,3,1,0,0
19/07/2015,52,22,19,6,4,1,0,0
20/07/2015,38,19,9,6,1,3,0,0
21/07/2015,48,25,9,7,4,2,1,0
22/07/2015,43,21,8,10,2,1,1,0
23/07/2015,44,27,8,6,0,2,1,0
24/07/2015,69,37,16,10,3,1,2,0
25/07/2015,42,15,17,5,4,1,0,0
26/07/2015,46,23,11,9,1,1,1,0
27/07/2015,33,18,9,5,1,0,0,0
28/07/2015,38,12,9,13,2,2,0,0
29/07/2015,39,21,8,2,4,2,2,0
30/07/2015,64,26,11,17,6,3,1,0
31/07/2015,54,25,15,9,2,2,1,0
01/08/2015,42,24,6,7,3,2,0,0
02/08/2015,44,21,6,10,5,2,0,0
03/08/2015,39,15,8,11,2,3,0,0
04/08/2015,42,19,12,5,5,1,0,0
05/08/2015,30,14,6,7,1,1,1,0
06/08/2015,35,14,9,9,3,0,0,0
07/08/2015,57,26,19,7,1,3,1,0
08/08/2015,44,30,6,5,1,2,0,0
09/08/2015,47,20,13,7,4,2,1,0
10/08/2015,41,20,13,8,0,0,0,0
11/08/2015,42,16,15,5,3,2,1,0
12/08/2015,30,11,7,7,2,3,0,0
13/08/2015,22,10,4,7,0,1,0,0
14/08/2015,43,19,15,7,1,1,0,0
15/08/2015,38,15,9,11,2,1,0,0
16/08/2015,39,17,11,10,1,0,0,0
17/08/2015,31,12,6,10,3,0,0,0
18/08/2015,53,26,12,9,3,2,1,0
19/08/2015,34,19,6,1,4,3,1,0
20/08/2015,36,11,13,7,3,0,2,0
21/08/2015,38,21,7,6,3,1,0,0
22/08/2015,34,18,7,6,2,0,1,0
23/08/2015,35,14,10,5,3,3,0,0
24/08/2015,46,21,12,9,2,2,0,0
25/08/2015,33,17,6,7,1,2,0,0
26/08/2015,37,14,8,10,4,1,0,0
27/08/2015,33,13,11,7,1,0,1,0
28/08/2015,41,17,8,11,3,2,0,0
29/08/2015,28,8,12,6,1,0,1,0
30/08/2015,49,25,14,9,0,1,0,0
31/08/2015,36,20,10,1,3,2,0,0
01/09/2015,29,13,12,0,1,2,1,0
02/09/2015,27,13,9,4,1,0,0,0
03/09/2015,34,16,8,4,1,1,4,0
04/09/2015,34,16,11,3,1,1,2,0
05/09/2015,38,22,7,5,3,0,1,0
06/09/2015,23,12,6,2,1,1,1,0
07/09/2015,18,10,4,1,1,1,1,0
08/09/2015,34,14,10,5,2,2,1,0
09/09/2015,29,11,6,6,2,3,1,0
10/09/2015,30,14,8,4,3,1,0,0
11/09/2015,39,11,15,8,2,1,2,0
12/09/2015,36,18,12,4,2,0,0,0
13/09/2015,32,15,7,3,5,1,1,0
14/09/2015,27,11,9,6,0,0,1,0
15/09/2015,27,10,9,5,1,2,0,0
16/09/2015,25,7,9,5,2,1,1,0
17/09/2015,30,12,13,4,0,0,1,0
18/09/2015,21,6,9,5,0,1,0,0
19/09/2015,43,16,10,10,4,2,1,0
20/09/2015,33,13,6,8,3,2,1,0
21/09/2015,25,10,4,6,3,1,1,0
22/09/2015,21,9,5,6,0,0,1,0
23/09/2015,28,9,3,8,5,2,1,0
24/09/2015,34,12,9,8,3,2,0,0
25/09/2015,42,16,16,7,1,0,2,0
26/09/2015,25,10,10,5,0,0,0,0
27/09/2015,31,12,9,6,1,2,1,0
28/09/2015,28,10,9,5,1,2,1,0
29/09/2015,22,9,7,3,2,1,0,0
30/09/2015,27,10,7,9,0,0,1,0
01/10/2015,11,7,0,4,0,0,0,0
02/10/2015,7,1,3,2,0,0,1,0
03/10/2015,16,5,4,3,2,1,1,0
04/10/2015,14,4,4,4,2,0,0,0
05/10/2015,10,4,2,1,2,1,0,0
06/10/2015,9,2,4,2,1,0,0,0
07/10/2015,9,5,1,2,0,1,0,0
08/10/2015,5,2,0,1,1,1,0,0
09/10/2015,6,2,1,1,2,0,0,0
10/10/2015,9,2,0,5,1,1,0,0
11/10/2015,12,3,4,2,1,2,0,0
12/10/2015,12,4,5,1,0,1,1,0
13/10/2015,9,3,4,2,0,0,0,0
14/10/2015,12,3,1,4,1,2,1,0
15/10/2015,11,3,4,3,1,0,0,0
16/10/2015,10,3,4,2,0,0,1,0
17/10/2015,7,4,2,0,0,0,1,0
18/10/2015,8,2,2,2,1,0,1,0
19/10/2015,11,3,5,0,3,0,0,0
20/10/2015,5,2,0,0,2,1,0,0
21/10/2015,12,2,2,2,2,4,0,0
22/10/2015,13,2,3,4,4,0,0,0
23/10/2015,8,2,1,2,2,0,1,0
24/10/2015,15,6,5,3,0,1,0,0
25/10/2015,12,6,1,3,2,0,0,0
26/10/2015,9,3,0,4,1,0,1,0
27/10/2015,6,1,1,1,2,1,0,0
28/10/2015,10,2,3,2,2,0,1,0
29/10/2015,11,7,2,1,0,0,1,0
30/10/2015,12,4,3,1,1,2,1,0
31/10/2015,13,5,5,1,1,1,0,0
01/11/2015,4,3,0,1,0,0,0,0
02/11/2015,4,1,1,0,1,0,1,0
03/11/2015,4,1,1,1,1,0,0,0
04/11/2015,2,0,1,1,0,0,0,0
05/11/2015,3,0,1,0,0,2,0,0
06/11/2015,5,2,1,1,1,0,0,0
07/11/2015,3,2,0,0,1,0,0,0
08/11/2015,6,2,2,0,0,1,1,0
09/11/2015,4,2,2,0,0,0,0,0
10/11/2015,4,1,1,0,1,0,1,0
11/11/2015,4,1,2,0,1,0,0,0
12/11/2015,2,1,1,0,0,0,0,0
13/11/2015,5,1,2,1,0,1,0,0
14/11/2015,2,0,0,2,0,0,0,0
15/11/2015,5,2,2,1,0,0,0,0
16/11/2015,2,0,1,0,0,1,0,0
17/11/2015,5,1,2,1,1,0,0,0
18/11/2015,1,0,0,0,1,0,0,0
19/11/2015,5,1,0,1,1,1,1,0
20/11/2015,7,1,1,1,2,2,0,0
21/11/2015,4,0,3,1,0,0,0,0
22/11/2015,5,2,0,1,0,0,2,0
23/11/2015,5,2,2,0,0,0,1,0
24/11/2015,5,1,3,1,0,0,0,0
25/11/2015,1,0,0,1,0,0,0,0
26/11/2015,2,1,1,0,0,0,0,0
27/11/2015,4,1,0,2,1,0,0,0
28/11/2015,7,3,1,0,2,1,0,0
29/11/2015,3,1,1,0,1,0,0,0
30/11/2015,5,3,0,0,1,1,0,0
01/12/2015,3,2,0,0,0,0,1,0
02/12/2015,2,1,1,0,0,0,0,0
03/12/2015,1,0,1,0,0,0,0,0
04/12/2015,1,0,0,0,1,0,0,0
06/12/2015,2,0,1,0,0,0,1,0
07/12/2015,1,0,0,0,1,0,0,0
08/12/2015,3,1,0,1,0,1,0,0
09/12/2015,3,1,1,0,0,0,1,0
10/12/2015,3,1,1,0,1,0,0,0
11/12/2015,2,0,0,0,0,2,0,0
12/12/2015,2,1,0,0,1,0,0,0
13/12/2015,2,1,0,1,0,0,0,0
14/12/2015,3,0,2,1,0,0,0,0
15/12/2015,2,1,1,0,0,0,0,0
16/12/2015,2,0,2,0,0,0,0,0
17/12/2015,4,2,1,0,0,0,1,0
18/12/2015,3,1,1,0,0,0,1,0
19/12/2015,1,0,0,0,0,1,0,0
20/12/2015,4,1,1,1,1,0,0,0
21/12/2015,2,0,2,0,0,0,0,0
22/12/2015,2,0,2,0,0,0,0,0
23/12/2015,1,0,0,1,0,0,0,0
24/12/2015,2,1,1,0,0,0,0,0
26/12/2015,3,0,1,2,0,0,0,0
27/12/2015,1,0,0,0,0,0,1,0
28/12/2015,1,0,0,0,1,0,0,0
29/12/2015,2,1,1,0,0,0,0,0
30/12/2015,3,0,1,2,0,0,0,0
31/12/2015,1,1,0,0,0,0,0,0
01/01/2016,4,1,0,2,1,0,0,0
02/01/2016,2,0,0,1,1,0,0,0
03/01/2016,1,1,0,0,0,0,0,0
05/01/2016,2,0,2,0,0,0,0,0
06/01/2016,2,0,1,0,1,0,0,0
07/01/2016,3,0,1,0,1,1,0,0
10/01/2016,4,0,2,1,0,1,0,0
11/01/2016,1,0,0,1,0,0,0,0
12/01/2016,2,1,0,0,1,0,0,0
13/01/2016,1,0,0,0,1,0,0,0
14/01/2016,2,0,2,0,0,0,0,0
16/01/2016,2,0,1,0,0,0,1,0
17/01/2016,3,1,1,1,0,0,0,0
18/01/2016,1,0,1,0,0,0,0,0
19/01/2016,3,1,1,0,1,0,0,0
20/01/2016,1,1,0,0,0,0,0,0
21/01/2016,2,1,0,0,1,0,0,0
22/01/2016,1,0,0,0,0,0,1,0
23/01/2016,4,1,0,1,2,0,0,0
24/01/2016,2,0,0,1,1,0,0,0
25/01/2016,3,0,1,0,1,0,1,0
26/01/2016,2,1,0,0,0,1,0,0
27/01/2016,3,1,0,2,0,0,0,0
29/01/2016,5,3,0,1,0,1,0,0
30/01/2016,2,0,1,1,0,0,0,0
31/01/2016,3,2,0,0,1,0,0,0
01/02/2016,7,1,1,2,2,1,0,0
02/02/2016,4,2,1,1,0,0,0,0
03/02/2016,4,2,0,0,1,0,1,0
04/02/2016,6,3,2,1,0,0,0,0
05/02/2016,4,1,1,2,0,0,0,0
06/02/2016,10,4,1,0,3,1,1,0
07/02/2016,3,1,1,0,1,0,0,0
08/02/2016,10,3,3,2,0,2,0,0
09/02/2016,3,2,1,0,0,0,0,0
10/02/2016,5,2,1,0,0,2,0,0
11/02/2016,4,2,0,0,1,1,0,0
12/02/2016,2,0,1,0,0,1,0,0
13/02/2016,4,2,1,0,0,1,0,0
14/02/2016,6,1,4,0,1,0,0,0
15/02/2016,5,0,1,2,2,0,0,0
16/02/2016,4,0,1,1,0,1,1,0
17/02/2016,5,1,2,0,0,2,0,0
18/02/2016,7,2,2,2,1,0,0,0
19/02/2016,3,1,0,1,0,1,0,0
20/02/2016,3,1,1,0,0,1,0,0
21/02/2016,5,1,1,1,1,0,1,0
22/02/2016,4,2,2,0,0,0,0,0
23/02/2016,2,0,1,1,0,0,0,0
24/02/2016,6,3,1,1,0,1,0,0
25/02/2016,6,2,0,2,1,0,1,0
26/02/2016,8,3,2,2,0,1,0,0
27/02/2016,7,1,1,2,2,0,1,0
28/02/2016,6,1,3,1,0,1,0,0
29/02/2016,4,2,0,0,1,1,0,0
01/03/2016,6,3,2,0,1,0,0,0
02/03/2016,9,1,4,4,0,0,0,0
03/03/2016,6,0,4,1,1,0,0,0
04/03/2016,1,0,0,0,0,1,0,0
05/03/2016,3,1,1,1,0,0,0,0
06/03/2016,2,2,0,0,0,0,0,0
07/03/2016,8,2,3,1,0,2,0,0
08/03/2016,3,0,1,0,2,0,0,0
09/03/2016,1,0,1,0,0,0,0,0
10/03/2016,4,2,1,0,1,0,0,0
11/03/2016,6,0,3,1,0,1,1,0
12/03/2016,4,1,2,1,0,0,0,0
13/03/2016,6,2,3,0,0,1,0,0
14/03/2016,4,1,2,0,1,0,0,0
15/03/2016,4,0,2,0,1,0,1,0
16/03/2016,7,2,1,1,2,1,0,0
17/03/2016,7,2,2,1,1,0,1,0
18/03/2016,5,2,2,1,0,0,0,0
19/03/2016,6,1,3,1,1,0,0,0
20/03/2016,7,1,3,1,1,0,1,0
21/03/2016,7,5,1,0,0,0,1,0
22/03/2016,3,0,2,0,1,0,0,0
23/03/2016,6,4,0,0,1,1,0,0
24/03/2016,4,2,2,0,0,0,0,0
25/03/2016,9,4,2,0,2,1,0,0
26/03/2016,5,3,0,1,1,0,0,0
27/03/2016,7,1,4,1,0,1,0,0
28/03/2016,3,1,2,0,0,0,0,0
29/03/2016,4,4,0,0,0,0,0,0
30/03/2016,8,1,0,2,2,3,0,0
31/03/2016,8,3,4,1,0,0,0,0
01/04/2016,4,2,0,0,1,0,1,0
02/04/2016,8,3,2,1,0,2,0,0
03/04/2016,5,1,3,0,1,0,0,0
04/04/2016,7,2,1,1,1,2,0,0
05/04/2016,9,0,4,1,3,0,1,0
06/04/2016,8,2,1,2,1,1,1,0
07/04/2016,4,2,1,0,0,0,1,0
08/04/2016,7,0,5,0,1,0,1,0
09/04/2016,3,1,1,0,0,1,0,0
10/04/2016,15,2,7,1,4,1,0,0
11/04/2016,7,3,2,2,0,0,0,0
12/04/2016,8,3,1,2,0,2,0,0
13/04/2016,15,5,2,2,3,1,2,0
14/04/2016,10,5,4,0,0,1,0,0
15/04/2016,8,4,1,0,2,1,0,0
16/04/2016,10,2,1,4,2,1,0,0
17/04/2016,8,4,3,0,1,0,0,0
18/04/2016,4,2,1,1,0,0,0,0
19/04/2016,7,1,1,2,2,1,0,0
20/04/2016,11,3,6,0,1,1,0,0
21/04/2016,1,1,0,0,0,0,0,0
22/04/2016,8,3,1,2,0,2,0,0
23/04/2016,7,3,1,1,1,1,0,0
24/04/2016,8,3,1,1,2,1,0,0
25/04/2016,5,2,2,1,0,0,0,0
26/04/2016,5,2,2,0,1,0,0,0
27/04/2016,3,2,1,0,0,0,0,0
28/04/2016,8,4,1,1,1,1,0,0
29/04/2016,6,2,1,1,1,1,0,0
30/04/2016,9,3,5,0,0,1,0,0
01/05/2016,18,4,8,4,1,1,0,0
02/05/2016,19,6,5,4,0,2,2,0
03/05/2016,21,8,2,3,4,3,1,0
04/05/2016,6,3,0,2,1,0,0,0
05/05/2016,22,12,6,2,1,1,0,0
06/05/2016,10,3,0,2,2,2,1,0
07/05/2016,17,5,4,3,3,2,0,0
08/05/2016,16,6,5,2,2,0,1,0
09/05/2016,19,5,4,5,3,2,0,0
10/05/2016,20,4,10,3,2,0,1,0
11/05/2016,9,2,4,1,0,2,0,0
12/05/2016,15,5,4,2,2,1,1,0
13/05/2016,15,7,5,2,1,0,0,0
14/05/2016,16,6,5,5,0,0,0,0
15/05/2016,13,5,5,1,0,0,2,0
16/05/2016,13,2,5,4,2,0,0,0
17/05/2016,11,6,3,1,1,0,0,0
18/05/2016,10,5,4,0,1,0,0,0
19/05/2016,13,3,5,1,2,2,0,0
20/05/2016,18,8,1,2,4,2,1,0
21/05/2016,20,5,3,3,5,3,1,0
22/05/2016,17,3,3,4,4,2,1,0
23/05/2016,8,3,2,1,2,0,0,0
24/05/2016,20,5,3,3,4,3,2,0
25/05/2016,17,7,4,2,1,2,1,0
26/05/2016,17,6,4,4,2,1,0,0
27/05/2016,10,4,3,2,1,0,0,0
28/05/2016,15,6,2,3,2,1,1,0
29/05/2016,10,2,3,2,1,2,0,0
30/05/2016,8,3,2,0,0,2,1,0
31/05/2016,21,8,5,3,0,5,0,0
