Day	Total	One	Two	Three	Four	Five	Six	Ranger
25-7-2015	140	75	38	26	0	0	0	1
26-7-2015	163	79	49	32	0	0	0	3
27-7-2015	129	64	36	28	0	0	0	1
28-7-2015	117	55	32	30	0	0	0	0
29-7-2015	117	64	34	18	0	0	0	1
30-7-2015	122	58	38	26	0	0	0	0
31-7-2015	163	87	51	24	0	0	0	1
1-8-2015	146	78	47	21	0	0	0	0
2-8-2015	145	82	40	23	0	0	0	0
3-8-2015	121	63	34	24	0	0	0	0
4-8-2015	101	56	25	19	0	0	0	1
5-8-2015	83	42	23	18	0	0	0	0
6-8-2015	81	45	21	14	0	0	0	1
7-8-2015	126	64	45	17	0	0	0	0
8-8-2015	119	77	27	15	0	0	0	0
9-8-2015	130	65	28	35	0	0	0	2
10-8-2015	112	57	24	30	0	0	0	1
11-8-2015	100	52	23	24	0	0	0	1
12-8-2015	88	52	18	18	0	0	0	0
13-8-2015	71	47	12	12	0	0	0	0
14-8-2015	111	59	36	15	0	0	0	1
15-8-2015	115	60	28	27	0	0	0	0
16-8-2015	105	57	26	21	0	0	0	1
17-8-2015	85	44	19	21	0	0	0	1
18-8-2015	102	55	30	17	0	0	0	0
19-8-2015	87	57	15	15	0	0	0	0
20-8-2015	82	42	26	14	0	0	0	0
21-8-2015	96	52	27	16	0	0	0	1
22-8-2015	99	46	36	17	0	0	0	0
23-8-2015	105	46	40	18	0	0	0	1
24-8-2015	116	59	33	23	0	0	0	1
25-8-2015	102	48	36	16	0	0	0	2
26-8-2015	108	51	37	18	0	0	0	2
27-8-2015	108	51	41	16	0	0	0	0
28-8-2015	105	42	39	22	0	0	0	2
29-8-2015	109	54	38	14	0	0	0	3
30-8-2015	121	58	36	26	0	0	0	1
31-8-2015	88	51	24	12	0	0	0	1
1-9-2015	102	60	25	17	0	0	0	0
2-9-2015	72	42	17	13	0	0	0	0
3-9-2015	81	43	17	21	0	0	0	0
4-9-2015	84	50	20	14	0	0	0	0
5-9-2015	91	49	26	15	0	0	0	1
6-9-2015	68	37	20	11	0	0	0	0
7-9-2015	59	24	20	12	0	0	0	3
8-9-2015	68	35	23	10	0	0	0	0
9-9-2015	57	25	21	10	0	0	0	1
10-9-2015	72	42	20	9	0	0	0	1
11-9-2015	85	39	31	15	0	0	0	0
12-9-2015	92	42	38	12	0	0	0	0
13-9-2015	93	52	28	13	0	0	0	0
14-9-2015	74	37	19	17	0	0	0	1
15-9-2015	77	35	26	16	0	0	0	0
16-9-2015	53	27	18	8	0	0	0	0
17-9-2015	78	37	23	18	0	0	0	0
18-9-2015	60	23	22	13	0	0	0	2
19-9-2015	77	34	27	16	0	0	0	0
20-9-2015	81	28	32	21	0	0	0	0
21-9-2015	63	29	15	19	0	0	0	0
22-9-2015	62	33	13	15	0	0	0	1
23-9-2015	63	31	21	10	0	0	0	1
24-9-2015	50	15	22	11	0	0	0	2
25-9-2015	82	31	36	15	0	0	0	0
26-9-2015	73	38	22	13	0	0	0	0
27-9-2015	82	33	31	16	0	0	0	2
28-9-2015	67	35	23	9	0	0	0	0
29-9-2015	69	41	23	5	0	0	0	0
30-9-2015	68	29	25	13	0	0	0	1
1-10-2015	37	16	13	7	0	0	0	1
2-10-2015	28	11	14	3	0	0	0	0
3-10-2015	28	14	9	4	0	0	0	1
4-10-2015	17	9	7	1	0	0	0	0
5-10-2015	11	5	4	2	0	0	0	0
6-10-2015	9	6	3	0	0	0	0	0
7-10-2015	10	5	3	2	0	0	0	0
8-10-2015	5	1	2	2	0	0	0	0
9-10-2015	6	4	1	1	0	0	0	0
10-10-2015	2	1	0	1	0	0	0	0
11-10-2015	4	1	2	1	0	0	0	0
12-10-2015	3	2	1	0	0	0	0	0
13-10-2015	5	2	0	1	0	0	0	2
14-10-2015	1	0	0	0	0	0	0	1
15-10-2015	6	6	0	0	0	0	0	0
16-10-2015	5	1	3	0	0	0	0	1
17-10-2015	3	1	1	0	0	0	0	1
18-10-2015	4	2	1	0	0	0	0	1
19-10-2015	7	3	3	0	0	0	0	1
20-10-2015	4	2	1	1	0	0	0	0
21-10-2015	2	0	2	0	0	0	0	0
22-10-2015	4	1	0	2	0	0	0	1
23-10-2015	9	3	1	5	0	0	0	0
24-10-2015	10	3	3	3	0	0	0	1
25-10-2015	4	0	1	3	0	0	0	0
26-10-2015	7	3	2	1	0	0	0	1
27-10-2015	7	2	2	2	0	0	0	1
28-10-2015	8	2	4	1	0	0	0	1
29-10-2015	3	1	1	1	0	0	0	0
30-10-2015	5	3	1	0	0	0	0	1
31-10-2015	7	4	1	2	0	0	0	0
1-11-2015	1	0	0	0	0	0	0	1
2-11-2015	4	2	1	0	0	0	0	1
3-11-2015	5	3	0	1	0	0	0	1
4-11-2015	1	0	1	0	0	0	0	0
5-11-2015	3	0	0	0	0	0	0	3
6-11-2015	3	1	0	0	0	0	0	2
7-11-2015	1	0	0	0	0	0	0	1
8-11-2015	2	0	0	0	0	0	0	2
9-11-2015	1	0	0	0	0	0	0	1
10-11-2015	5	0	1	0	0	0	0	4
11-11-2015	0	0	0	0	0	0	0	0
12-11-2015	0	0	0	0	0	0	0	0
13-11-2015	1	0	1	0	0	0	0	0
14-11-2015	3	0	0	1	0	0	0	2
15-11-2015	0	0	0	0	0	0	0	0
16-11-2015	3	0	1	0	0	0	0	2
17-11-2015	2	0	0	1	0	0	0	1
18-11-2015	1	0	0	1	0	0	0	0
19-11-2015	1	0	0	0	0	0	0	1
20-11-2015	1	0	0	0	0	0	0	1
21-11-2015	2	0	0	0	0	0	0	2
22-11-2015	4	2	0	0	0	0	0	2
23-11-2015	1	1	0	0	0	0	0	0
24-11-2015	2	0	1	0	0	0	0	1
25-11-2015	3	1	0	0	0	0	0	2
26-11-2015	1	0	0	1	0	0	0	0
27-11-2015	2	0	0	1	0	0	0	1
28-11-2015	0	0	0	0	0	0	0	0
29-11-2015	1	1	0	0	0	0	0	0
30-11-2015	1	0	0	0	0	0	0	1
1-12-2015	4	1	0	0	0	0	0	3
2-12-2015	0	0	0	0	0	0	0	0
3-12-2015	1	0	0	0	0	0	0	1
4-12-2015	1	1	0	0	0	0	0	0
5-12-2015	4	2	0	0	0	0	0	2
6-12-2015	0	0	0	0	0	0	0	0
7-12-2015	0	0	0	0	0	0	0	0
8-12-2015	1	0	0	0	0	0	0	1
9-12-2015	3	0	0	1	0	0	0	2
10-12-2015	1	0	0	0	0	0	0	1
11-12-2015	0	0	0	0	0	0	0	0
12-12-2015	2	1	0	0	0	0	0	1
13-12-2015	3	0	0	1	0	0	0	2
14-12-2015	2	0	1	0	0	0	0	1
15-12-2015	3	0	0	0	0	0	0	3
16-12-2015	2	0	1	0	0	0	0	1
17-12-2015	2	1	0	0	0	0	0	1
18-12-2015	2	1	1	0	0	0	0	0
19-12-2015	2	0	0	1	0	0	0	1
20-12-2015	1	0	1	0	0	0	0	0
21-12-2015	1	0	1	0	0	0	0	0
22-12-2015	2	2	0	0	0	0	0	0
23-12-2015	0	0	0	0	0	0	0	0
24-12-2015	2	0	0	0	0	0	0	2
25-12-2015	0	0	0	0	0	0	0	0
26-12-2015	0	0	0	0	0	0	0	0
27-12-2015	0	0	0	0	0	0	0	0
28-12-2015	2	1	0	0	0	0	0	1
29-12-2015	2	1	0	1	0	0	0	0
30-12-2015	1	0	0	1	0	0	0	0
31-12-2015	1	0	0	1	0	0	0	0
1-1-2016	1	0	0	0	0	0	0	1
2-1-2016	0	0	0	0	0	0	0	0
3-1-2016	1	0	0	0	0	0	0	1
4-1-2016	5	0	0	0	0	0	0	5
5-1-2016	0	0	0	0	0	0	0	0
6-1-2016	2	0	1	0	0	0	0	1
7-1-2016	1	0	1	0	0	0	0	0
8-1-2016	1	0	1	0	0	0	0	0
9-1-2016	3	0	0	0	0	0	0	3
10-1-2016	2	0	0	0	0	0	0	2
11-1-2016	0	0	0	0	0	0	0	0
12-1-2016	3	0	0	1	0	0	0	2
13-1-2016	1	0	0	0	0	0	0	1
14-1-2016	2	0	2	0	0	0	0	0
15-1-2016	2	0	1	0	0	0	0	1
16-1-2016	2	1	0	0	0	0	0	1
17-1-2016	1	0	1	0	0	0	0	0
18-1-2016	2	1	0	0	0	0	0	1
19-1-2016	1	0	1	0	0	0	0	0
20-1-2016	1	0	1	0	0	0	0	0
21-1-2016	0	0	0	0	0	0	0	0
22-1-2016	0	0	0	0	0	0	0	0
23-1-2016	0	0	0	0	0	0	0	0
24-1-2016	1	1	0	0	0	0	0	0
25-1-2016	1	0	0	0	0	0	0	1
26-1-2016	3	3	0	0	0	0	0	0
27-1-2016	0	0	0	0	0	0	0	0
28-1-2016	1	0	0	0	0	0	0	1
29-1-2016	1	1	0	0	0	0	0	0
30-1-2016	0	0	0	0	0	0	0	0
31-1-2016	0	0	0	0	0	0	0	0
1-2-2016	1	0	0	0	0	0	0	1
2-2-2016	1	0	1	0	0	0	0	0
3-2-2016	3	0	0	0	0	0	0	3
4-2-2016	0	0	0	0	0	0	0	0
5-2-2016	3	0	0	1	0	0	0	2
6-2-2016	0	0	0	0	0	0	0	0
7-2-2016	2	0	0	0	0	0	0	2
8-2-2016	0	0	0	0	0	0	0	0
9-2-2016	1	0	1	0	0	0	0	0
10-2-2016	2	0	1	0	0	0	0	1
11-2-2016	2	1	0	0	0	0	0	1
12-2-2016	1	0	0	0	0	0	0	1
13-2-2016	2	0	0	0	0	0	0	2
14-2-2016	1	0	1	0	0	0	0	0
15-2-2016	1	0	0	0	0	0	0	1
16-2-2016	3	0	1	0	0	0	0	2
17-2-2016	2	1	0	0	0	0	0	1
18-2-2016	1	0	0	0	0	0	0	1
19-2-2016	1	0	0	0	0	0	0	1
20-2-2016	1	0	1	0	0	0	0	0
21-2-2016	1	0	0	0	0	0	0	1
22-2-2016	3	1	1	0	0	0	0	1
23-2-2016	2	1	0	0	0	0	0	1
24-2-2016	1	0	0	1	0	0	0	0
25-2-2016	3	1	0	1	0	0	0	1
26-2-2016	1	0	1	0	0	0	0	0
27-2-2016	1	1	0	0	0	0	0	0
28-2-2016	1	0	0	0	0	0	0	1
29-2-2016	1	0	0	1	0	0	0	0
1-3-2016	3	3	0	0	0	0	0	0
2-3-2016	2	1	0	0	0	0	0	1
3-3-2016	1	1	0	0	0	0	0	0
4-3-2016	2	2	0	0	0	0	0	0
5-3-2016	5	0	1	0	0	0	0	4
6-3-2016	3	2	0	0	0	0	0	1
7-3-2016	5	0	0	1	0	0	0	4
8-3-2016	0	0	0	0	0	0	0	0
9-3-2016	4	0	0	0	0	0	0	4
10-3-2016	0	0	0	0	0	0	0	0
11-3-2016	4	2	0	0	0	0	0	2
12-3-2016	4	1	0	0	0	0	0	3
13-3-2016	4	2	0	0	0	0	0	2
14-3-2016	4	1	0	0	0	0	0	3
15-3-2016	1	1	0	0	0	0	0	0
16-3-2016	5	0	0	0	0	0	0	5
17-3-2016	3	1	0	0	0	0	0	2
18-3-2016	5	1	1	1	0	0	0	2
19-3-2016	2	1	0	1	0	0	0	0
20-3-2016	3	1	0	0	0	0	0	2
21-3-2016	0	0	0	0	0	0	0	0
22-3-2016	0	0	0	0	0	0	0	0
23-3-2016	2	0	0	0	0	0	0	2
24-3-2016	2	0	1	0	0	0	0	1
25-3-2016	2	1	1	0	0	0	0	0
26-3-2016	3	0	3	0	0	0	0	0
27-3-2016	1	1	0	0	0	0	0	0
28-3-2016	2	1	0	0	0	0	0	1
29-3-2016	1	0	1	0	0	0	0	0
30-3-2016	0	0	0	0	0	0	0	0
31-3-2016	3	2	0	1	0	0	0	0
1-4-2016	3	2	0	0	0	0	0	1
2-4-2016	1	1	0	0	0	0	0	0
3-4-2016	4	1	1	0	0	0	0	2
4-4-2016	2	0	1	1	0	0	0	0
5-4-2016	2	1	1	0	0	0	0	0
6-4-2016	1	1	0	0	0	0	0	0
7-4-2016	2	1	1	0	0	0	0	0
8-4-2016	4	2	1	1	0	0	0	0
9-4-2016	2	0	1	0	0	0	0	1
10-4-2016	3	1	2	0	0	0	0	0
11-4-2016	2	0	2	0	0	0	0	0
12-4-2016	2	0	1	0	0	0	0	1
13-4-2016	2	1	0	1	0	0	0	0
14-4-2016	2	1	1	0	0	0	0	0
15-4-2016	3	2	1	0	0	0	0	0
16-4-2016	5	2	1	0	0	0	0	2
17-4-2016	4	1	0	0	0	0	0	3
18-4-2016	1	1	0	0	0	0	0	0
19-4-2016	1	1	0	0	0	0	0	0
20-4-2016	1	1	0	0	0	0	0	0
21-4-2016	1	1	0	0	0	0	0	0
22-4-2016	2	1	0	1	0	0	0	0
23-4-2016	1	0	1	0	0	0	0	0
24-4-2016	1	0	1	0	0	0	0	0
25-4-2016	0	0	0	0	0	0	0	0
26-4-2016	2	1	0	1	0	0	0	0
27-4-2016	5	2	1	0	0	0	0	2
28-4-2016	3	0	1	0	0	0	0	2
29-4-2016	3	2	0	0	0	0	0	1
30-4-2016	2	0	2	0	0	0	0	0
1-5-2016	13	4	4	5	0	0	0	0
2-5-2016	16	6	4	2	0	0	0	4
3-5-2016	19	11	4	3	0	0	0	1
4-5-2016	11	5	3	2	0	0	0	1
5-5-2016	17	10	2	3	0	0	0	2
6-5-2016	26	8	11	6	0	0	0	1
7-5-2016	19	9	7	3	0	0	0	0
8-5-2016	21	9	5	6	0	0	0	1
9-5-2016	27	15	7	3	0	0	0	2
10-5-2016	22	6	10	5	0	0	0	1
11-5-2016	18	11	6	0	0	0	0	1
12-5-2016	23	11	9	3	0	0	0	0
13-5-2016	22	11	5	5	0	0	0	1
14-5-2016	27	13	8	5	0	0	0	1
15-5-2016	27	19	5	3	0	0	0	0
16-5-2016	15	10	3	2	0	0	0	0
17-5-2016	18	11	7	0	0	0	0	0
18-5-2016	21	13	5	0	0	0	0	3
19-5-2016	18	9	5	4	0	0	0	0
20-5-2016	23	14	2	3	0	0	0	4
21-5-2016	19	10	5	1	0	0	0	3
22-5-2016	19	10	3	5	0	0	0	1
23-5-2016	15	10	3	2	0	0	0	0
24-5-2016	24	18	4	2	0	0	0	0
25-5-2016	18	5	7	3	0	0	0	3
26-5-2016	12	6	5	1	0	0	0	0
27-5-2016	21	12	7	2	0	0	0	0
28-5-2016	26	15	5	6	0	0	0	0
29-5-2016	19	9	2	5	0	0	0	3
30-5-2016	15	10	2	2	0	0	0	1
31-5-2016	17	11	4	2	0	0	0	0
